time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
1003,2,1,0.05,-0.01,-0.00,21.93,0.11,23.99,0.0,0.0,0.0
1007,2,1,0.05,-0.34,-0.00,21.93,0.10,24.07,0.0,0.0,0.0
1011,2,1,0.05,0.12,-0.00,21.93,0.10,23.93,0.0,0.0,0.0
1015,2,1,0.05,-0.01,0.01,21.93,0.11,23.95,0.0,0.0,0.0
1019,2,1,0.05,-0.01,-0.06,21.93,0.10,24.15,0.0,0.0,0.0
1024,2,1,0.05,0.05,0.00,21.93,0.10,23.83,0.0,0.0,0.0
1028,2,1,0.05,-0.58,0.00,21.93,0.10,23.87,0.0,0.0,0.0
1032,2,1,0.05,0.05,-0.00,21.93,0.10,24.21,0.0,0.0,0.0
1036,2,1,0.05,-0.14,0.00,21.93,0.10,23.97,0.0,0.0,0.0
1040,2,1,0.05,0.12,-0.00,21.93,0.10,23.91,0.0,0.0,0.0
1044,2,1,0.05,0.32,-0.00,21.93,0.10,23.87,0.0,0.0,0.0
1048,2,1,0.05,0.25,-0.00,21.93,0.11,24.66,0.0,0.0,0.0
1052,2,1,0.05,0.32,0.01,21.93,0.10,23.79,0.0,0.0,0.0
1056,2,1,0.05,-0.14,-0.03,21.93,0.11,24.11,0.0,0.0,0.0
1060,2,1,0.05,-0.52,-0.00,21.93,0.11,23.89,0.0,0.0,0.0
1065,2,1,0.05,0.05,-0.06,21.93,0.11,23.95,0.0,0.0,0.0
1069,2,1,0.05,0.05,0.00,21.93,0.12,23.99,0.0,0.0,0.0
1073,2,1,0.05,-0.14,-0.00,21.93,0.12,24.01,0.0,0.0,0.0
1077,2,1,0.05,-0.01,0.03,21.93,0.12,23.93,0.0,0.0,0.0
1081,2,1,0.05,-0.08,0.01,21.93,0.12,23.95,0.0,0.0,0.0
1085,2,1,0.05,-0.01,-0.01,21.93,0.12,23.81,0.0,0.0,0.0
1089,2,1,0.05,-0.01,-0.03,21.93,0.12,23.93,0.0,0.0,0.0
1093,2,1,0.05,0.32,0.00,21.93,0.12,23.87,0.0,0.0,0.0
1097,2,1,0.05,0.19,0.02,21.93,0.11,24.07,0.0,0.0,0.0
1101,2,1,0.05,-0.01,0.02,21.93,0.11,23.66,0.0,0.0,0.0
1105,2,1,0.05,0.25,-0.02,21.93,0.10,23.85,0.0,0.0,0.0
1110,2,1,0.05,0.05,-0.04,21.93,0.10,24.07,0.0,0.0,0.0
1114,2,1,0.05,0.43,0.02,21.93,0.10,24.09,0.0,0.0,0.0
1118,2,1,0.05,-0.14,0.03,21.93,0.10,24.24,0.0,0.0,0.0
1122,2,1,0.05,-0.08,-0.04,21.93,0.10,23.95,0.0,0.0,0.0
1126,2,1,0.05,-0.14,0.00,21.93,0.10,23.89,0.0,0.0,0.0
1130,2,1,0.05,-0.14,-0.00,21.93,0.09,23.87,0.0,0.0,0.0
1134,2,1,0.05,-0.38,0.04,21.93,0.09,23.97,0.0,0.0,0.0
1138,2,1,0.05,-0.14,0.00,21.93,0.09,24.77,0.0,0.0,0.0
1142,2,1,0.05,-0.14,-0.02,21.93,0.09,24.38,0.0,0.0,0.0
1146,2,1,0.05,-0.14,-0.02,21.93,0.10,24.01,0.0,0.0,0.0
1151,2,1,0.05,0.12,-0.02,21.93,0.10,23.89,0.0,0.0,0.0
1155,2,1,0.05,-0.21,0.01,21.93,0.09,23.95,0.0,0.0,0.0
1159,2,1,0.05,-0.01,0.01,21.93,0.09,23.97,0.0,0.0,0.0
1163,2,1,0.05,-0.27,0.00,21.93,0.10,23.75,0.0,0.0,0.0
1167,2,1,0.05,0.19,-0.01,22.49,0.10,24.01,0.0,0.0,0.0
1171,2,1,0.05,-0.08,-0.01,22.49,0.11,23.97,0.0,0.0,0.0
1175,2,1,0.05,0.36,0.03,22.49,0.11,23.91,0.0,0.0,0.0
1179,2,1,0.05,-0.01,0.04,22.49,0.12,24.03,0.0,0.0,0.0
1183,2,1,0.05,0.05,0.01,22.49,0.12,23.87,0.0,0.0,0.0
1187,2,1,0.05,-0.01,-0.03,22.49,0.12,23.77,0.0,0.0,0.0
1191,2,1,0.05,0.05,0.01,22.49,0.12,23.91,0.0,0.0,0.0
1196,2,1,0.05,-0.14,0.02,22.49,0.12,23.81,0.0,0.0,0.0
1200,2,1,0.05,0.05,0.03,22.49,0.13,23.83,0.0,0.0,0.0
1204,2,1,0.05,0.05,-0.03,22.49,0.12,23.89,0.0,0.0,0.0
1208,2,1,0.05,-0.01,0.02,22.49,0.12,24.09,0.0,0.0,0.0
