time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
17227,2,1,0.07,-0.21,-0.15,25.34,-0.05,24.64,0.0,0.0,0.0
17231,2,1,0.07,-0.27,-0.17,25.34,-0.06,23.81,0.0,0.0,0.0
17235,2,1,0.07,-0.21,-0.14,25.34,-0.05,23.87,0.0,0.0,0.0
17239,2,1,0.07,0.25,-0.16,25.34,-0.05,23.83,0.0,0.0,0.0
17244,2,1,0.07,-0.27,-0.15,25.34,-0.05,24.09,0.0,0.0,0.0
17248,2,1,0.07,-0.21,-0.15,25.34,-0.05,23.73,0.0,0.0,0.0
17252,2,1,0.07,-0.08,-0.13,25.34,-0.05,23.85,0.0,0.0,0.0
17256,2,1,0.06,-0.52,-0.15,25.34,-0.05,23.81,0.0,0.0,0.0
17260,2,1,0.07,-0.08,-0.13,25.34,-0.05,23.95,0.0,0.0,0.0
17264,2,1,0.07,-0.01,-0.16,25.34,-0.05,23.46,0.0,0.0,0.0
17268,2,1,0.06,-0.38,-0.15,25.34,-0.05,23.85,0.0,0.0,0.0
17272,2,1,0.07,0.05,-0.13,25.34,-0.04,23.87,0.0,0.0,0.0
17276,2,1,0.07,0.12,-0.13,25.34,-0.05,23.89,0.0,0.0,0.0
17280,2,1,0.07,0.32,-0.15,25.34,-0.04,23.87,0.0,0.0,0.0
17284,2,1,0.06,-0.45,-0.13,25.34,-0.04,23.79,0.0,0.0,0.0
17289,2,1,0.07,0.25,-0.13,25.34,-0.04,23.75,0.0,0.0,0.0
17293,2,1,0.06,-0.08,-0.09,25.34,-0.05,23.93,0.0,0.0,0.0
17297,2,1,0.07,0.05,-0.15,25.34,-0.04,23.87,0.0,0.0,0.0
17301,2,1,0.07,0.05,-0.14,25.34,-0.04,23.85,0.0,0.0,0.0
17305,2,1,0.07,0.19,-0.14,25.34,-0.04,23.93,0.0,0.0,0.0
17309,2,1,0.07,-0.01,-0.14,25.34,-0.05,23.83,0.0,0.0,0.0
17313,2,1,0.06,-0.14,-0.12,25.34,-0.04,23.97,0.0,0.0,0.0
17317,2,1,0.07,0.05,-0.16,25.34,-0.04,23.93,0.0,0.0,0.0
17321,2,1,0.07,-0.01,-0.19,25.34,-0.05,23.87,0.0,0.0,0.0
17325,2,1,0.06,0.19,-0.13,25.34,-0.06,23.85,0.0,0.0,0.0
17330,2,1,0.07,0.19,-0.12,25.34,-0.05,23.77,0.0,0.0,0.0
17334,2,1,0.07,0.25,-0.16,25.34,-0.05,23.99,0.0,0.0,0.0
17338,2,1,0.07,-0.01,-0.14,25.34,-0.05,23.95,0.0,0.0,0.0
17342,2,1,0.07,-0.08,-0.14,25.34,-0.06,23.68,0.0,0.0,0.0
17346,2,1,0.07,0.32,-0.15,25.34,-0.06,23.89,0.0,0.0,0.0
17350,2,1,0.07,0.12,-0.12,25.34,-0.05,23.77,0.0,0.0,0.0
17354,2,1,0.06,-0.58,-0.11,25.34,-0.05,23.68,0.0,0.0,0.0
