time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
19558,2,1,0.07,0.25,-0.22,29.48,0.09,23.81,0.0,0.0,0.0
19562,2,1,0.07,-0.01,-0.18,29.48,0.08,23.89,0.0,0.0,0.0
19566,2,1,0.07,-0.01,-0.21,29.48,0.09,23.75,0.0,0.0,0.0
19570,2,1,0.07,-0.14,-0.17,29.48,0.09,23.91,0.0,0.0,0.0
19574,2,1,0.07,-0.08,-0.16,29.48,0.10,23.99,0.0,0.0,0.0
19578,2,1,0.07,0.05,-0.19,29.48,0.11,23.89,0.0,0.0,0.0
19582,2,1,0.07,-0.14,-0.21,29.48,0.11,23.89,0.0,0.0,0.0
19586,2,1,0.07,-0.21,-0.20,29.48,0.10,23.85,0.0,0.0,0.0
19590,2,1,0.07,-0.14,-0.17,29.48,0.10,23.83,0.0,0.0,0.0
19595,2,1,0.07,-0.27,-0.19,29.48,0.10,23.87,0.0,0.0,0.0
19599,2,1,0.07,0.25,-0.15,29.48,0.10,24.03,0.0,0.0,0.0
19603,2,1,0.07,0.32,-0.20,29.48,0.10,23.95,0.0,0.0,0.0
19607,2,1,0.07,0.12,-0.16,29.48,0.10,23.99,0.0,0.0,0.0
19611,2,1,0.07,-0.27,-0.21,29.48,0.10,23.95,0.0,0.0,0.0
19615,2,1,0.07,-0.08,-0.20,29.48,0.10,23.87,0.0,0.0,0.0
19619,2,1,0.07,-0.01,-0.18,29.48,0.10,24.01,0.0,0.0,0.0
19623,2,1,0.07,-0.08,-0.18,29.48,0.10,23.91,0.0,0.0,0.0
19627,2,1,0.07,0.12,-0.22,29.48,0.10,23.79,0.0,0.0,0.0
19631,2,1,0.07,0.05,-0.21,29.48,0.11,24.19,0.0,0.0,0.0
19636,2,1,0.07,-0.27,-0.22,29.48,0.11,23.99,0.0,0.0,0.0
19640,2,1,0.07,0.25,-0.20,29.48,0.11,24.01,0.0,0.0,0.0
19644,2,1,0.07,0.05,-0.22,29.48,0.11,23.95,0.0,0.0,0.0
19648,2,1,0.07,-0.01,-0.17,29.48,0.10,23.99,0.0,0.0,0.0
19652,2,1,0.07,0.25,-0.17,29.48,0.11,23.95,0.0,0.0,0.0
19656,2,1,0.07,0.05,-0.21,29.48,0.11,24.48,0.0,0.0,0.0
19660,2,1,0.07,-0.27,-0.20,29.48,0.11,23.95,0.0,0.0,0.0
19664,2,1,0.07,0.05,-0.19,29.48,0.11,23.93,0.0,0.0,0.0
19668,2,1,0.07,-0.08,-0.21,29.48,0.10,23.87,0.0,0.0,0.0
19672,2,1,0.07,-0.21,-0.21,29.48,0.10,23.83,0.0,0.0,0.0
19676,2,1,0.07,-0.14,-0.22,29.48,0.10,23.83,0.0,0.0,0.0
19681,2,1,0.07,-0.01,-0.16,29.48,0.10,23.95,0.0,0.0,0.0
19685,2,1,0.07,0.19,-0.22,29.48,0.10,24.07,0.0,0.0,0.0
19689,2,1,0.07,0.19,-0.19,29.48,0.11,23.95,0.0,0.0,0.0
19693,2,1,0.07,0.05,-0.23,29.48,0.10,23.81,0.0,0.0,0.0
19697,2,1,0.07,-0.01,-0.18,29.48,0.09,23.89,0.0,0.0,0.0
19701,2,1,0.07,-0.14,-0.20,29.48,0.08,23.91,0.0,0.0,0.0
19705,2,1,0.07,-0.21,-0.19,29.48,0.08,23.83,0.0,0.0,0.0
19709,2,1,0.07,-0.34,-0.15,29.48,0.08,23.93,0.0,0.0,0.0
19713,2,1,0.07,0.12,-0.21,29.48,0.09,23.77,0.0,0.0,0.0
19717,2,1,0.07,-0.08,-0.21,29.48,0.09,24.34,0.0,0.0,0.0
19722,2,1,0.07,-0.08,-0.18,29.48,0.09,23.71,0.0,0.0,0.0
19726,2,1,0.07,0.36,-0.22,29.48,0.09,24.09,0.0,0.0,0.0
19730,2,1,0.07,-0.08,-0.18,29.48,0.10,23.85,0.0,0.0,0.0
19734,2,1,0.07,0.25,-0.23,29.48,0.10,23.97,0.0,0.0,0.0
19738,2,1,0.07,-0.08,-0.21,29.48,0.10,23.95,0.0,0.0,0.0
19742,2,1,0.07,-0.34,-0.26,29.48,0.11,23.91,0.0,0.0,0.0
19746,2,1,0.07,-0.01,-0.17,29.48,0.10,23.81,0.0,0.0,0.0
19750,2,1,0.07,-0.01,-0.22,29.48,0.10,23.87,0.0,0.0,0.0
19754,2,1,0.07,-0.08,-0.20,29.48,0.10,23.85,0.0,0.0,0.0
19758,2,1,0.07,-0.01,-0.16,29.48,0.09,24.01,0.0,0.0,0.0
19763,2,1,0.07,0.05,-0.17,29.48,0.09,23.89,0.0,0.0,0.0
19767,2,1,0.07,0.25,-0.22,29.48,0.08,23.87,0.0,0.0,0.0
19771,2,1,0.07,0.05,-0.19,29.48,0.07,23.85,0.0,0.0,0.0
19775,2,1,0.07,-0.08,-0.19,29.48,0.07,23.89,0.0,0.0,0.0
19779,2,1,0.07,0.12,-0.22,29.48,0.06,23.83,0.0,0.0,0.0
19783,2,1,0.07,0.05,-0.18,29.48,0.07,23.93,0.0,0.0,0.0
19787,2,1,0.07,-0.08,-0.21,29.48,0.07,23.91,0.0,0.0,0.0
19791,2,1,0.07,-0.01,-0.20,29.48,0.08,23.77,0.0,0.0,0.0
19795,2,1,0.07,0.19,-0.20,29.48,0.09,23.89,0.0,0.0,0.0
19799,2,1,0.07,-0.01,-0.17,29.48,0.10,23.95,0.0,0.0,0.0
19803,2,1,0.07,0.19,-0.18,29.48,0.09,23.48,0.0,0.0,0.0
19808,2,1,0.07,-0.21,-0.19,29.48,0.10,23.93,0.0,0.0,0.0
19812,2,1,0.07,-0.27,-0.20,29.48,0.10,23.83,0.0,0.0,0.0
19816,2,1,0.07,-0.08,-0.20,29.48,0.11,23.93,0.0,0.0,0.0
19820,2,1,0.07,-0.14,-0.23,29.48,0.11,23.85,0.0,0.0,0.0
19824,2,1,0.07,-0.08,-0.17,29.48,0.11,23.89,0.0,0.0,0.0
19828,2,1,0.07,0.05,-0.21,29.48,0.12,23.89,0.0,0.0,0.0
19832,2,1,0.07,-0.14,-0.20,29.48,0.11,24.09,0.0,0.0,0.0
19836,2,1,0.07,0.12,-0.21,29.48,0.10,23.89,0.0,0.0,0.0
19840,2,1,0.07,-0.01,-0.20,29.48,0.11,23.85,0.0,0.0,0.0
19844,2,1,0.07,-0.14,-0.17,29.48,0.11,24.28,0.0,0.0,0.0
19849,2,1,0.07,-0.01,-0.16,29.48,0.11,23.89,0.0,0.0,0.0
19853,2,1,0.07,-0.08,-0.22,29.48,0.10,23.83,0.0,0.0,0.0
19857,2,1,0.07,0.12,-0.17,29.48,0.10,24.15,0.0,0.0,0.0
19861,2,1,0.07,0.05,-0.18,29.48,0.10,23.93,0.0,0.0,0.0
19865,2,1,0.07,-0.01,-0.19,29.48,0.09,23.54,0.0,0.0,0.0
19869,2,1,0.07,0.05,-0.17,29.48,0.09,23.87,0.0,0.0,0.0
19873,2,1,0.07,0.19,-0.17,29.48,0.09,23.93,0.0,0.0,0.0
19877,2,1,0.07,0.12,-0.23,29.48,0.09,23.83,0.0,0.0,0.0
19881,2,1,0.07,-0.01,-0.22,29.48,0.08,23.83,0.0,0.0,0.0
19885,2,1,0.07,0.12,-0.17,29.48,0.08,23.91,0.0,0.0,0.0
19890,2,1,0.07,0.32,-0.19,29.48,0.09,24.03,0.0,0.0,0.0
19894,2,1,0.07,-0.21,-0.17,29.48,0.10,23.93,0.0,0.0,0.0
19898,2,1,0.07,0.19,-0.18,29.48,0.10,23.97,0.0,0.0,0.0
19902,2,1,0.07,0.12,-0.16,29.48,0.10,23.97,0.0,0.0,0.0
19906,2,1,0.07,-0.52,-0.20,29.48,0.10,23.99,0.0,0.0,0.0
19910,2,1,0.07,-0.08,-0.17,29.48,0.11,23.99,0.0,0.0,0.0
19914,2,1,0.07,0.12,-0.15,29.48,0.11,24.09,0.0,0.0,0.0
19918,2,1,0.07,0.25,-0.20,29.48,0.11,23.89,0.0,0.0,0.0
19922,2,1,0.07,0.25,-0.20,29.48,0.11,23.95,0.0,0.0,0.0
19926,2,1,0.07,0.05,-0.18,29.48,0.11,23.97,0.0,0.0,0.0
19930,2,1,0.07,-0.08,-0.17,29.48,0.11,23.52,0.0,0.0,0.0
19935,2,1,0.07,0.19,-0.20,29.48,0.11,24.03,0.0,0.0,0.0
19939,2,1,0.07,0.19,-0.20,29.48,0.10,23.89,0.0,0.0,0.0
19943,2,1,0.07,0.19,-0.16,29.48,0.10,23.93,0.0,0.0,0.0
19947,2,1,0.07,-0.08,-0.20,29.48,0.10,24.05,0.0,0.0,0.0
19951,2,1,0.07,-0.08,-0.15,29.48,0.09,23.95,0.0,0.0,0.0
19955,2,1,0.07,0.05,-0.21,29.48,0.09,23.89,0.0,0.0,0.0
19959,2,1,0.07,-0.14,-0.21,29.48,0.10,23.87,0.0,0.0,0.0
19963,2,1,0.07,0.25,-0.20,29.48,0.10,23.87,0.0,0.0,0.0
19967,2,1,0.07,-0.01,-0.22,29.48,0.10,23.85,0.0,0.0,0.0
19971,2,1,0.07,-0.21,-0.22,29.48,0.10,23.89,0.0,0.0,0.0
