time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
30285,2,1,0.07,-0.27,-0.19,26.95,0.07,23.95,0.0,0.0,0.0
30289,2,1,0.07,-0.01,-0.22,26.95,0.06,24.01,0.0,0.0,0.0
30293,2,1,0.07,-0.14,-0.19,26.95,0.06,23.99,0.0,0.0,0.0
30297,2,1,0.07,0.12,-0.20,26.95,0.06,23.22,0.0,0.0,0.0
30301,2,1,0.07,-0.27,-0.23,26.95,0.06,23.83,0.0,0.0,0.0
30305,2,1,0.07,-0.14,-0.22,26.95,0.05,24.09,0.0,0.0,0.0
30310,2,1,0.07,-0.14,-0.18,26.95,0.05,23.87,0.0,0.0,0.0
30314,2,1,0.07,-0.01,-0.22,26.95,0.05,23.93,0.0,0.0,0.0
30318,2,1,0.07,-0.27,-0.18,26.95,0.06,23.73,0.0,0.0,0.0
30322,2,1,0.07,-0.08,-0.22,26.95,0.06,23.85,0.0,0.0,0.0
30326,2,1,0.07,0.05,-0.21,26.95,0.07,23.97,0.0,0.0,0.0
30330,2,1,0.07,0.12,-0.16,26.95,0.08,23.99,0.0,0.0,0.0
30334,2,1,0.07,-0.14,-0.21,26.95,0.09,23.87,0.0,0.0,0.0
30338,2,1,0.07,-0.14,-0.20,26.95,0.09,23.95,0.0,0.0,0.0
30342,2,1,0.07,-0.14,-0.21,26.95,0.09,23.89,0.0,0.0,0.0
30346,2,1,0.07,-0.01,-0.19,26.95,0.09,23.87,0.0,0.0,0.0
30351,2,1,0.07,0.36,-0.18,26.95,0.10,23.93,0.0,0.0,0.0
30355,2,1,0.07,-0.01,-0.20,26.95,0.11,23.87,0.0,0.0,0.0
30359,2,1,0.07,0.19,-0.20,26.95,0.11,24.09,0.0,0.0,0.0
30363,2,1,0.07,0.05,-0.19,26.95,0.11,23.91,0.0,0.0,0.0
30367,2,1,0.07,0.19,-0.18,26.95,0.10,23.93,0.0,0.0,0.0
30371,2,1,0.07,0.05,-0.22,26.95,0.10,23.99,0.0,0.0,0.0
30375,2,1,0.07,0.05,-0.16,26.95,0.09,23.79,0.0,0.0,0.0
30379,2,1,0.07,-0.01,-0.20,26.95,0.09,23.99,0.0,0.0,0.0
30383,2,1,0.07,-0.14,-0.22,26.95,0.09,23.81,0.0,0.0,0.0
30387,2,1,0.07,-0.01,-0.16,26.95,0.08,23.87,0.0,0.0,0.0
30392,2,1,0.07,0.36,-0.21,26.95,0.07,23.99,0.0,0.0,0.0
30396,2,1,0.07,-0.08,-0.22,26.95,0.06,23.85,0.0,0.0,0.0
30400,2,1,0.07,-0.34,-0.19,26.95,0.07,23.85,0.0,0.0,0.0
30404,2,1,0.07,0.25,-0.23,26.95,0.07,23.75,0.0,0.0,0.0
30408,2,1,0.07,0.19,-0.20,26.95,0.07,23.97,0.0,0.0,0.0
30412,2,1,0.07,-0.21,-0.22,26.95,0.07,23.79,0.0,0.0,0.0
