time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
25153,2,1,0.07,0.12,-0.16,27.77,0.10,23.89,0.0,0.0,0.0
25157,2,1,0.07,0.19,-0.15,27.77,0.10,23.95,0.0,0.0,0.0
25161,2,1,0.07,0.05,-0.15,27.77,0.11,24.07,0.0,0.0,0.0
25165,2,1,0.07,0.05,-0.15,27.77,0.12,23.81,0.0,0.0,0.0
25169,2,1,0.07,-0.01,-0.14,27.77,0.12,23.71,0.0,0.0,0.0
25173,2,1,0.07,0.19,-0.17,27.77,0.12,23.75,0.0,0.0,0.0
25177,2,1,0.07,-0.14,-0.13,27.77,0.12,23.81,0.0,0.0,0.0
25181,2,1,0.07,-0.08,-0.15,27.77,0.12,23.81,0.0,0.0,0.0
25186,2,1,0.07,-0.27,-0.13,27.77,0.12,23.99,0.0,0.0,0.0
25190,2,1,0.07,-0.01,-0.15,27.77,0.12,23.58,0.0,0.0,0.0
25194,2,1,0.07,0.32,-0.18,27.77,0.12,23.89,0.0,0.0,0.0
25198,2,1,0.07,-0.01,-0.17,27.77,0.11,23.85,0.0,0.0,0.0
25202,2,1,0.07,0.25,-0.17,27.77,0.11,23.93,0.0,0.0,0.0
25206,2,1,0.07,-0.08,-0.13,27.77,0.09,23.97,0.0,0.0,0.0
25210,2,1,0.07,-0.14,-0.11,27.77,0.09,23.73,0.0,0.0,0.0
25214,2,1,0.07,-0.14,-0.16,27.77,0.08,23.77,0.0,0.0,0.0
25218,2,1,0.07,-0.21,-0.16,27.77,0.09,23.71,0.0,0.0,0.0
25222,2,1,0.07,0.12,-0.14,27.77,0.08,24.03,0.0,0.0,0.0
25226,2,1,0.07,-0.21,-0.10,27.77,0.08,23.87,0.0,0.0,0.0
25231,2,1,0.07,0.05,-0.15,27.77,0.08,23.79,0.0,0.0,0.0
25235,2,1,0.07,0.32,-0.15,27.77,0.08,23.83,0.0,0.0,0.0
25239,2,1,0.07,-0.01,-0.14,27.77,0.09,23.79,0.0,0.0,0.0
25243,2,1,0.07,0.25,-0.12,27.77,0.09,23.83,0.0,0.0,0.0
25247,2,1,0.07,0.19,-0.15,27.77,0.09,23.85,0.0,0.0,0.0
25251,2,1,0.07,-0.08,-0.17,27.77,0.09,23.87,0.0,0.0,0.0
25255,2,1,0.07,-0.01,-0.13,27.77,0.09,23.91,0.0,0.0,0.0
25259,2,1,0.07,-0.01,-0.13,27.77,0.09,23.42,0.0,0.0,0.0
25263,2,1,0.07,-0.14,-0.15,27.77,0.09,23.95,0.0,0.0,0.0
25267,2,1,0.07,-0.08,-0.15,27.77,0.09,23.89,0.0,0.0,0.0
25272,2,1,0.07,0.49,-0.13,27.77,0.09,23.77,0.0,0.0,0.0
25276,2,1,0.07,-0.21,-0.14,27.77,0.09,23.85,0.0,0.0,0.0
25280,2,1,0.07,-0.38,-0.12,27.77,0.09,23.87,0.0,0.0,0.0
25284,2,1,0.07,-0.14,-0.15,27.77,0.09,23.99,0.0,0.0,0.0
25288,2,1,0.07,0.12,-0.15,27.77,0.09,24.01,0.0,0.0,0.0
25292,2,1,0.07,-0.27,-0.15,27.77,0.10,23.87,0.0,0.0,0.0
25296,2,1,0.07,0.19,-0.17,27.77,0.10,23.93,0.0,0.0,0.0
25300,2,1,0.07,0.32,-0.13,27.77,0.09,23.87,0.0,0.0,0.0
25304,2,1,0.07,0.19,-0.17,27.77,0.09,23.95,0.0,0.0,0.0
25308,2,1,0.07,-0.21,-0.15,27.77,0.09,23.93,0.0,0.0,0.0
25313,2,1,0.07,-0.34,-0.13,27.77,0.08,23.85,0.0,0.0,0.0
25317,2,1,0.07,0.25,-0.15,27.77,0.08,23.85,0.0,0.0,0.0
25321,2,1,0.07,0.12,-0.13,27.77,0.08,23.87,0.0,0.0,0.0
25325,2,1,0.07,-0.14,-0.15,27.77,0.09,23.87,0.0,0.0,0.0
25329,2,1,0.07,0.12,-0.15,27.77,0.09,23.91,0.0,0.0,0.0
25333,2,1,0.07,-0.01,-0.14,27.77,0.08,23.85,0.0,0.0,0.0
25337,2,1,0.07,-0.14,-0.17,27.77,0.08,24.07,0.0,0.0,0.0
25341,2,1,0.07,0.12,-0.15,27.77,0.08,23.89,0.0,0.0,0.0
25345,2,1,0.07,0.05,-0.14,27.77,0.09,24.22,0.0,0.0,0.0
25349,2,1,0.07,0.32,-0.15,27.77,0.09,23.85,0.0,0.0,0.0
25353,2,1,0.07,0.12,-0.14,27.77,0.09,23.87,0.0,0.0,0.0
25358,2,1,0.07,0.05,-0.11,27.77,0.09,23.97,0.0,0.0,0.0
