time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
2912,2,1,0.03,-0.14,0.22,22.11,0.10,23.99,0.0,0.0,0.0
2916,2,1,0.03,0.19,0.24,22.11,0.11,24.99,0.0,0.0,0.0
2920,2,1,0.03,0.12,0.23,22.11,0.10,23.97,0.0,0.0,0.0
2924,2,1,0.03,0.05,0.19,22.11,0.11,23.95,0.0,0.0,0.0
2928,2,1,0.03,-0.01,0.25,22.11,0.10,23.89,0.0,0.0,0.0
2932,2,1,0.03,-0.08,0.24,22.11,0.10,24.09,0.0,0.0,0.0
2936,2,1,0.03,-0.27,0.23,22.11,0.10,23.81,0.0,0.0,0.0
2940,2,1,0.03,-0.08,0.22,22.11,0.10,23.83,0.0,0.0,0.0
2945,2,1,0.03,0.12,0.22,22.11,0.10,23.93,0.0,0.0,0.0
2949,2,1,0.03,-0.08,0.20,22.11,0.10,23.95,0.0,0.0,0.0
2953,2,1,0.03,-0.08,0.21,22.11,0.11,23.93,0.0,0.0,0.0
2957,2,1,0.03,-0.08,0.24,22.11,0.10,23.91,0.0,0.0,0.0
2961,2,1,0.03,0.19,0.22,22.11,0.11,23.95,0.0,0.0,0.0
2965,2,1,0.03,-0.34,0.22,22.11,0.10,23.87,0.0,0.0,0.0
2969,2,1,0.03,0.43,0.23,22.11,0.10,23.81,0.0,0.0,0.0
2973,2,1,0.03,-0.14,0.24,22.11,0.11,23.85,0.0,0.0,0.0
2977,2,1,0.03,0.25,0.15,22.11,0.10,23.93,0.0,0.0,0.0
2981,2,1,0.03,0.19,0.17,22.11,0.11,23.87,0.0,0.0,0.0
2986,2,1,0.03,0.25,0.25,22.11,0.10,23.99,0.0,0.0,0.0
2990,2,1,0.03,-0.14,0.25,22.11,0.09,23.91,0.0,0.0,0.0
2994,2,1,0.03,0.12,0.22,22.11,0.09,23.79,0.0,0.0,0.0
2998,2,1,0.03,-0.08,0.23,22.11,0.09,23.93,0.0,0.0,0.0
3002,2,1,0.03,0.19,0.21,22.11,0.08,23.95,0.0,0.0,0.0
3006,2,1,0.03,0.12,0.25,22.11,0.09,23.83,0.0,0.0,0.0
3010,2,1,0.03,0.12,0.22,22.11,0.10,23.93,0.0,0.0,0.0
3014,2,1,0.03,-0.14,0.21,22.11,0.10,23.97,0.0,0.0,0.0
3018,2,1,0.03,0.12,0.22,22.11,0.10,23.99,0.0,0.0,0.0
3022,2,1,0.03,-0.34,0.26,22.11,0.10,23.97,0.0,0.0,0.0
3026,2,1,0.03,-0.08,0.25,22.11,0.11,23.93,0.0,0.0,0.0
3031,2,1,0.03,0.19,0.22,22.11,0.11,23.95,0.0,0.0,0.0
3035,2,1,0.03,-0.27,0.22,22.11,0.11,23.62,0.0,0.0,0.0
3039,2,1,0.03,-0.08,0.23,22.11,0.12,23.85,0.0,0.0,0.0
3043,2,1,0.03,0.12,0.22,22.11,0.11,23.93,0.0,0.0,0.0
3047,2,1,0.03,-0.08,0.22,22.11,0.11,24.38,0.0,0.0,0.0
3051,2,1,0.03,-0.01,0.24,22.11,0.11,24.07,0.0,0.0,0.0
3055,2,1,0.03,-0.08,0.21,22.11,0.12,23.87,0.0,0.0,0.0
3059,2,1,0.03,0.25,0.21,22.11,0.11,23.50,0.0,0.0,0.0
3063,2,1,0.03,-0.14,0.22,22.11,0.11,23.95,0.0,0.0,0.0
3067,2,1,0.03,-0.08,0.24,22.11,0.11,23.95,0.0,0.0,0.0
3072,2,1,0.03,-0.01,0.20,22.11,0.11,23.91,0.0,0.0,0.0
3076,2,1,0.03,-0.14,0.23,22.11,0.11,24.64,0.0,0.0,0.0
3080,2,1,0.03,-0.27,0.22,22.11,0.10,23.97,0.0,0.0,0.0
3084,2,1,0.03,0.05,0.23,22.11,0.10,23.87,0.0,0.0,0.0
3088,2,1,0.03,-0.21,0.23,22.11,0.10,23.87,0.0,0.0,0.0
3092,2,1,0.03,-0.14,0.21,22.11,0.09,23.89,0.0,0.0,0.0
