time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
1720,2,1,0.07,0.25,-0.16,21.70,0.09,23.87,0.0,0.0,0.0
1724,2,1,0.07,-0.01,-0.15,21.70,0.09,23.83,0.0,0.0,0.0
1728,2,1,0.07,0.56,-0.11,21.70,0.09,23.99,0.0,0.0,0.0
1732,2,1,0.07,-0.08,-0.19,21.70,0.09,23.85,0.0,0.0,0.0
1736,2,1,0.07,0.12,-0.15,21.70,0.09,23.79,0.0,0.0,0.0
1740,2,1,0.07,0.05,-0.15,21.70,0.08,23.97,0.0,0.0,0.0
1744,2,1,0.07,-0.01,-0.15,21.70,0.09,23.89,0.0,0.0,0.0
1749,2,1,0.07,0.19,-0.16,21.70,0.10,23.99,0.0,0.0,0.0
1753,2,1,0.07,-0.01,-0.15,21.70,0.10,24.01,0.0,0.0,0.0
1757,2,1,0.07,-0.38,-0.15,21.70,0.09,23.20,0.0,0.0,0.0
1761,2,1,0.07,0.12,-0.16,21.70,0.10,23.83,0.0,0.0,0.0
1765,2,1,0.07,-0.21,-0.16,21.70,0.11,23.89,0.0,0.0,0.0
1769,2,1,0.07,0.05,-0.18,21.70,0.11,23.91,0.0,0.0,0.0
1773,2,1,0.07,-0.01,-0.15,21.70,0.12,23.79,0.0,0.0,0.0
1777,2,1,0.07,-0.14,-0.16,21.70,0.12,24.01,0.0,0.0,0.0
1781,2,1,0.07,-0.14,-0.16,21.70,0.12,23.83,0.0,0.0,0.0
1785,2,1,0.07,0.05,-0.19,21.70,0.12,24.01,0.0,0.0,0.0
1789,2,1,0.07,0.12,-0.16,21.70,0.11,23.99,0.0,0.0,0.0
1794,2,1,0.07,0.05,-0.21,21.70,0.11,23.93,0.0,0.0,0.0
1798,2,1,0.07,-0.01,-0.16,21.70,0.11,23.93,0.0,0.0,0.0
1802,2,1,0.07,0.19,-0.16,21.70,0.10,23.95,0.0,0.0,0.0
1806,2,1,0.07,-0.21,-0.17,21.70,0.08,23.91,0.0,0.0,0.0
1810,2,1,0.07,-0.38,-0.15,21.70,0.07,24.28,0.0,0.0,0.0
1814,2,1,0.07,0.25,-0.13,21.70,0.07,23.69,0.0,0.0,0.0
1818,2,1,0.07,0.05,-0.16,21.70,0.07,23.95,0.0,0.0,0.0
1822,2,1,0.07,0.19,-0.14,21.70,0.07,24.01,0.0,0.0,0.0
1826,2,1,0.07,-0.21,-0.15,21.70,0.07,23.99,0.0,0.0,0.0
1830,2,1,0.07,0.12,-0.15,21.70,0.07,24.56,0.0,0.0,0.0
1835,2,1,0.07,-0.01,-0.14,21.70,0.08,23.99,0.0,0.0,0.0
1839,2,1,0.07,-0.01,-0.16,21.70,0.08,23.97,0.0,0.0,0.0
1843,2,1,0.07,-0.08,-0.14,21.70,0.09,23.87,0.0,0.0,0.0
1847,2,1,0.07,0.25,-0.16,21.70,0.11,23.89,0.0,0.0,0.0
1851,2,1,0.07,0.19,-0.16,21.70,0.11,23.93,0.0,0.0,0.0
1855,2,1,0.07,-0.08,-0.17,21.70,0.11,23.95,0.0,0.0,0.0
1859,2,1,0.07,-0.01,-0.21,21.70,0.11,23.89,0.0,0.0,0.0
1863,2,1,0.07,0.12,-0.16,21.70,0.10,23.75,0.0,0.0,0.0
