time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
65490,2,1,0.07,-0.01,-0.15,28.62,0.09,22.95,0.0,0.0,0.0
65494,2,1,0.07,0.05,-0.14,28.62,0.09,23.79,0.0,0.0,0.0
65498,2,1,0.07,-0.14,-0.11,28.62,0.09,23.97,0.0,0.0,0.0
65502,2,1,0.07,-0.38,-0.16,28.62,0.09,23.85,0.0,0.0,0.0
65506,2,1,0.07,0.32,-0.17,28.62,0.08,23.69,0.0,0.0,0.0
65510,2,1,0.07,0.05,-0.13,28.62,0.07,23.89,0.0,0.0,0.0
65514,2,1,0.07,0.25,-0.15,28.62,0.06,23.95,0.0,0.0,0.0
65518,2,1,0.07,-0.27,-0.17,28.62,0.07,23.93,0.0,0.0,0.0
65523,2,1,0.07,-0.14,-0.13,28.62,0.07,23.95,0.0,0.0,0.0
65527,2,1,0.07,0.25,-0.17,28.62,0.07,23.77,0.0,0.0,0.0
65531,2,1,0.07,0.05,-0.13,28.62,0.07,23.99,0.0,0.0,0.0
65535,2,1,0.07,-0.45,-0.20,28.62,0.08,23.87,0.0,0.0,0.0
65539,2,1,0.07,0.05,-0.12,28.62,0.09,23.95,0.0,0.0,0.0
65543,2,1,0.07,-0.21,-0.16,28.62,0.08,23.95,0.0,0.0,0.0
65547,2,1,0.07,0.25,-0.11,28.62,0.10,23.89,0.0,0.0,0.0
65551,2,1,0.07,-0.27,-0.15,28.62,0.10,23.93,0.0,0.0,0.0
65555,2,1,0.07,0.32,-0.16,28.62,0.11,23.91,0.0,0.0,0.0
65559,2,1,0.07,0.25,-0.15,28.62,0.10,23.87,0.0,0.0,0.0
65563,2,1,0.07,0.05,-0.17,28.62,0.09,23.75,0.0,0.0,0.0
65568,2,1,0.07,0.05,-0.11,28.62,0.10,23.87,0.0,0.0,0.0
65572,2,1,0.07,-0.34,-0.13,28.62,0.09,23.79,0.0,0.0,0.0
65576,2,1,0.07,-0.08,-0.15,28.62,0.08,23.95,0.0,0.0,0.0
65580,2,1,0.07,0.19,-0.14,28.62,0.08,24.03,0.0,0.0,0.0
65584,2,1,0.07,-0.14,-0.13,28.62,0.08,23.79,0.0,0.0,0.0
65588,2,1,0.07,0.12,-0.17,28.62,0.07,23.87,0.0,0.0,0.0
65592,2,1,0.07,0.19,-0.15,28.62,0.07,23.83,0.0,0.0,0.0
65596,2,1,0.07,-0.08,-0.17,28.62,0.07,23.93,0.0,0.0,0.0
65600,2,1,0.07,-0.08,-0.16,28.62,0.08,24.01,0.0,0.0,0.0
65604,2,1,0.07,0.19,-0.15,28.62,0.09,23.89,0.0,0.0,0.0
65609,2,1,0.07,-0.01,-0.14,28.62,0.08,23.81,0.0,0.0,0.0
65613,2,1,0.07,0.12,-0.19,28.62,0.08,23.87,0.0,0.0,0.0
65617,2,1,0.07,-0.01,-0.09,28.62,0.08,23.79,0.0,0.0,0.0
65621,2,1,0.07,0.12,-0.15,28.62,0.09,24.05,0.0,0.0,0.0
65625,2,1,0.07,0.19,-0.19,28.62,0.08,23.85,0.0,0.0,0.0
65629,2,1,0.07,0.05,-0.12,28.62,0.09,23.91,0.0,0.0,0.0
65633,2,1,0.07,0.12,-0.09,28.62,0.08,23.79,0.0,0.0,0.0
65637,2,1,0.07,0.25,-0.16,28.62,0.08,23.77,0.0,0.0,0.0
65641,2,1,0.07,0.32,-0.12,28.62,0.08,23.95,0.0,0.0,0.0
65645,2,1,0.07,-0.01,-0.16,28.62,0.07,23.85,0.0,0.0,0.0
65650,2,1,0.07,0.05,-0.13,28.62,0.08,23.77,0.0,0.0,0.0
65654,2,1,0.07,0.12,-0.15,28.62,0.07,24.28,0.0,0.0,0.0
65658,2,1,0.07,0.32,-0.13,28.62,0.08,23.81,0.0,0.0,0.0
65662,2,1,0.07,-0.21,-0.14,28.62,0.07,23.95,0.0,0.0,0.0
65666,2,1,0.07,0.19,-0.13,28.62,0.07,23.87,0.0,0.0,0.0
65670,2,1,0.07,0.12,-0.17,28.62,0.07,23.81,0.0,0.0,0.0
65674,2,1,0.07,0.05,-0.14,28.62,0.08,23.87,0.0,0.0,0.0
65678,2,1,0.07,-0.01,-0.19,28.62,0.08,23.95,0.0,0.0,0.0
65682,2,1,0.07,-0.27,-0.14,28.62,0.07,23.89,0.0,0.0,0.0
65686,2,1,0.07,-0.01,-0.13,28.62,0.09,23.89,0.0,0.0,0.0
65690,2,1,0.07,-0.14,-0.17,28.62,0.08,23.79,0.0,0.0,0.0
65695,2,1,0.07,-0.08,-0.12,28.62,0.08,23.87,0.0,0.0,0.0
65699,2,1,0.07,-0.01,-0.15,28.62,0.09,23.81,0.0,0.0,0.0
65703,2,1,0.07,-0.01,-0.16,28.62,0.09,23.93,0.0,0.0,0.0
65707,2,1,0.07,0.32,-0.14,28.62,0.09,23.89,0.0,0.0,0.0
65711,2,1,0.07,-0.08,-0.15,28.62,0.09,23.48,0.0,0.0,0.0
65715,2,1,0.07,-0.08,-0.13,28.62,0.09,23.79,0.0,0.0,0.0
65719,2,1,0.07,0.05,-0.14,28.62,0.09,23.91,0.0,0.0,0.0
65723,2,1,0.07,-0.21,-0.14,28.62,0.09,23.81,0.0,0.0,0.0
65727,2,1,0.07,-0.08,-0.16,28.62,0.09,23.97,0.0,0.0,0.0
