time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
20729,2,0,0.24,-0.08,-0.00,26.66,-7.94,23.95,0.0,0.0,0.0
20733,2,0,0.24,-0.27,-0.00,26.66,-7.94,23.85,0.0,0.0,0.0
20737,2,0,0.24,0.12,-0.00,26.66,-7.95,23.85,0.0,0.0,0.0
20741,2,0,0.24,-0.08,-0.00,26.66,-7.94,23.87,0.0,0.0,0.0
20745,2,0,0.24,-0.27,-0.00,26.66,-7.94,23.93,0.0,0.0,0.0
20749,2,0,0.24,-0.14,-0.00,26.66,-7.93,24.11,0.0,0.0,0.0
20754,2,0,0.24,-0.14,-0.00,26.66,-7.93,23.97,0.0,0.0,0.0
20758,2,0,0.24,0.05,-0.00,26.66,-7.93,23.87,0.0,0.0,0.0
20762,2,0,0.24,-0.08,-0.00,26.66,-7.92,23.89,0.0,0.0,0.0
20766,2,0,0.24,-0.08,-0.00,26.66,-7.92,24.01,0.0,0.0,0.0
20770,2,0,0.24,0.25,-0.00,26.66,-7.91,23.87,0.0,0.0,0.0
20774,2,0,0.24,-0.08,-0.00,26.66,-7.91,23.89,0.0,0.0,0.0
20778,2,0,0.24,-0.08,-0.00,26.66,-7.91,23.79,0.0,0.0,0.0
20782,2,0,0.24,0.05,-0.00,26.66,-7.90,23.95,0.0,0.0,0.0
20786,2,0,0.24,0.12,-0.00,26.66,-7.89,23.83,0.0,0.0,0.0
20790,2,0,0.24,-0.01,-0.00,26.66,-7.89,24.01,0.0,0.0,0.0
20794,2,0,0.24,0.05,-0.00,26.66,-7.90,25.40,0.0,0.0,0.0
20799,2,0,0.24,-0.01,-0.00,26.66,-7.91,23.97,0.0,0.0,0.0
20803,2,0,0.24,-0.01,-0.00,26.66,-7.91,24.01,0.0,0.0,0.0
20807,2,0,0.24,-0.14,-0.00,26.66,-7.92,24.01,0.0,0.0,0.0
20811,2,0,0.24,-0.01,-0.00,26.66,-7.93,23.79,0.0,0.0,0.0
20815,2,0,0.24,0.12,-0.00,26.66,-7.93,23.91,0.0,0.0,0.0
20819,2,0,0.24,0.05,-0.00,26.66,-7.93,24.24,0.0,0.0,0.0
20823,2,0,0.24,0.12,-0.00,26.66,-7.93,23.97,0.0,0.0,0.0
20827,2,0,0.24,-0.21,-0.00,26.66,-7.93,23.85,0.0,0.0,0.0
20831,2,0,0.24,-0.14,-0.00,26.66,-7.94,23.93,0.0,0.0,0.0
20836,2,0,0.24,0.05,-0.00,26.66,-7.94,23.85,0.0,0.0,0.0
20840,2,0,0.24,0.19,-0.00,26.66,-7.94,23.85,0.0,0.0,0.0
20844,2,0,0.24,-0.21,-0.00,26.66,-7.93,23.93,0.0,0.0,0.0
20848,2,0,0.24,-0.38,-0.00,26.66,-7.93,23.77,0.0,0.0,0.0
20852,2,0,0.24,0.12,-0.00,26.66,-7.93,23.81,0.0,0.0,0.0
20856,2,0,0.24,0.12,-0.00,26.66,-7.94,24.09,0.0,0.0,0.0
20860,2,0,0.24,0.12,-0.00,26.66,-7.93,23.83,0.0,0.0,0.0
20864,2,0,0.24,0.05,-0.00,26.66,-7.93,23.89,0.0,0.0,0.0
20868,2,0,0.24,-0.08,-0.00,26.66,-7.93,24.11,0.0,0.0,0.0
20872,2,0,0.24,-0.14,-0.00,26.66,-7.94,23.89,0.0,0.0,0.0
20876,2,0,0.24,0.12,-0.00,26.66,-7.94,25.15,0.0,0.0,0.0
20881,2,0,0.24,-0.21,-0.00,26.66,-7.94,24.11,0.0,0.0,0.0
20885,2,0,0.24,0.05,-0.00,26.66,-7.94,23.89,0.0,0.0,0.0
20889,2,0,0.24,0.05,-0.00,26.66,-7.94,23.60,0.0,0.0,0.0
20893,2,0,0.24,-0.01,-0.00,26.66,-7.95,24.09,0.0,0.0,0.0
20897,2,0,0.24,-0.21,-0.00,26.66,-7.96,23.79,0.0,0.0,0.0
20901,2,0,0.24,0.12,-0.00,26.66,-7.96,23.99,0.0,0.0,0.0
20905,2,0,0.24,0.19,-0.00,26.66,-7.96,23.93,0.0,0.0,0.0
