time,idMotor,flag,anglek,wk,forcek,flex,current,voltage,angleControl,wControl,ffControl
45231,2,1,0.05,0.19,0.05,26.82,-7.95,24.01,0.0,0.0,0.0
45235,2,1,0.05,-0.08,0.05,26.82,-7.95,23.91,0.0,0.0,0.0
45239,2,1,0.05,0.05,0.06,26.82,-7.95,23.87,0.0,0.0,0.0
45243,2,1,0.05,-0.08,0.04,26.82,-7.94,23.79,0.0,0.0,0.0
45248,2,1,0.05,-0.01,0.06,26.82,-7.94,23.89,0.0,0.0,0.0
45252,2,1,0.05,-0.21,0.04,26.82,-7.93,23.91,0.0,0.0,0.0
45256,2,1,0.05,0.19,0.08,26.82,-7.93,23.75,0.0,0.0,0.0
45260,2,1,0.05,0.25,0.06,26.82,-7.91,23.89,0.0,0.0,0.0
45264,2,1,0.05,0.05,0.07,26.82,-7.91,23.87,0.0,0.0,0.0
45268,2,1,0.05,-0.01,0.07,26.82,-7.92,23.77,0.0,0.0,0.0
45272,2,1,0.05,0.05,0.05,26.82,-7.93,23.87,0.0,0.0,0.0
45276,2,1,0.05,-0.21,0.07,26.82,-7.94,24.01,0.0,0.0,0.0
45280,2,1,0.05,-0.27,0.02,26.82,-7.94,23.89,0.0,0.0,0.0
45284,2,1,0.05,-0.08,0.07,26.82,-7.95,23.87,0.0,0.0,0.0
45288,2,1,0.05,-0.01,0.07,26.82,-7.96,23.24,0.0,0.0,0.0
45293,2,1,0.05,0.36,0.09,26.82,-7.96,23.93,0.0,0.0,0.0
45297,2,1,0.05,0.12,0.02,26.82,-7.96,23.89,0.0,0.0,0.0
45301,2,1,0.05,-0.27,0.04,26.82,-7.95,24.03,0.0,0.0,0.0
45305,2,1,0.05,0.19,0.06,26.82,-7.94,23.97,0.0,0.0,0.0
45309,2,1,0.05,-0.21,0.06,26.82,-7.94,23.93,0.0,0.0,0.0
45313,2,1,0.05,-0.08,0.04,26.82,-7.93,23.95,0.0,0.0,0.0
45317,2,1,0.05,0.25,0.02,26.82,-7.92,23.81,0.0,0.0,0.0
45321,2,1,0.05,-0.08,0.04,26.82,-7.91,23.89,0.0,0.0,0.0
45325,2,1,0.05,-0.08,0.07,26.82,-7.90,24.03,0.0,0.0,0.0
45329,2,1,0.05,0.25,0.04,26.82,-7.90,23.87,0.0,0.0,0.0
45334,2,1,0.05,-0.01,0.07,26.82,-7.90,23.83,0.0,0.0,0.0
45338,2,1,0.05,0.12,0.04,26.82,-7.90,23.89,0.0,0.0,0.0
45342,2,1,0.05,0.12,0.02,26.82,-7.90,23.87,0.0,0.0,0.0
45346,2,1,0.05,-0.08,0.07,26.82,-7.90,23.71,0.0,0.0,0.0
45350,2,1,0.05,-0.01,0.05,26.82,-7.90,23.99,0.0,0.0,0.0
45354,2,1,0.05,-0.01,0.08,26.82,-7.91,23.89,0.0,0.0,0.0
45358,2,1,0.05,-0.01,0.07,26.82,-7.93,24.07,0.0,0.0,0.0
45362,2,1,0.05,-0.38,0.05,26.82,-7.92,23.64,0.0,0.0,0.0
45366,2,1,0.05,-0.14,0.06,26.82,-7.92,23.87,0.0,0.0,0.0
45370,2,1,0.05,-0.14,0.09,26.82,-7.92,23.91,0.0,0.0,0.0
45375,2,1,0.05,-0.14,0.07,26.82,-7.93,24.03,0.0,0.0,0.0
45379,2,1,0.05,-0.01,0.06,26.82,-7.93,24.01,0.0,0.0,0.0
45383,2,1,0.05,0.32,0.05,26.82,-7.94,24.07,0.0,0.0,0.0
45387,2,1,0.05,0.05,0.07,26.82,-7.96,23.93,0.0,0.0,0.0
45391,2,1,0.05,-0.01,0.03,26.82,-7.97,23.85,0.0,0.0,0.0
45395,2,1,0.05,-0.08,0.07,26.82,-7.98,23.83,0.0,0.0,0.0
45399,2,1,0.05,0.12,0.05,26.82,-7.96,23.93,0.0,0.0,0.0
45403,2,1,0.05,-0.34,0.07,26.82,-7.97,23.85,0.0,0.0,0.0
45407,2,1,0.05,-0.01,0.06,26.82,-7.97,23.85,0.0,0.0,0.0
45411,2,1,0.05,0.25,0.07,26.82,-7.98,23.95,0.0,0.0,0.0
45416,2,1,0.05,0.05,0.08,26.82,-7.99,23.97,0.0,0.0,0.0
45420,2,1,0.05,-0.14,0.07,26.82,-7.98,24.01,0.0,0.0,0.0
45424,2,1,0.05,-0.14,0.03,26.82,-7.98,23.81,0.0,0.0,0.0
45428,2,1,0.05,0.12,0.08,26.82,-7.97,23.87,0.0,0.0,0.0
45432,2,1,0.05,-0.38,0.01,26.82,-7.97,23.87,0.0,0.0,0.0
45436,2,1,0.05,0.05,0.02,26.82,-7.97,23.89,0.0,0.0,0.0
45440,2,1,0.05,-0.08,0.06,26.82,-7.96,23.83,0.0,0.0,0.0
45444,2,1,0.05,-0.14,0.04,26.82,-7.96,23.15,0.0,0.0,0.0
45448,2,1,0.05,0.12,0.05,26.82,-7.97,23.89,0.0,0.0,0.0
45452,2,1,0.05,0.05,0.06,26.82,-7.97,23.95,0.0,0.0,0.0
45456,2,1,0.05,-0.01,0.07,26.82,-7.98,23.99,0.0,0.0,0.0
45461,2,1,0.05,-0.14,0.05,26.82,-7.98,24.07,0.0,0.0,0.0
45465,2,1,0.05,-0.01,0.07,26.82,-7.97,23.93,0.0,0.0,0.0
45469,2,1,0.05,-0.27,0.05,26.82,-7.97,23.79,0.0,0.0,0.0
45473,2,1,0.05,-0.08,0.03,26.82,-7.97,23.97,0.0,0.0,0.0
45477,2,1,0.05,0.25,0.05,26.82,-7.96,23.85,0.0,0.0,0.0
45481,2,1,0.05,-0.14,0.06,26.82,-7.96,24.72,0.0,0.0,0.0
45485,2,1,0.05,-0.14,0.08,26.82,-7.95,23.79,0.0,0.0,0.0
45489,2,1,0.05,-0.08,0.02,26.82,-7.95,23.93,0.0,0.0,0.0
45493,2,1,0.05,-0.27,0.07,26.82,-7.95,23.99,0.0,0.0,0.0
45497,2,1,0.05,0.05,0.00,26.82,-7.95,23.95,0.0,0.0,0.0
45502,2,1,0.05,0.12,0.06,26.82,-7.94,23.81,0.0,0.0,0.0
45506,2,1,0.05,-0.08,0.04,26.82,-7.95,23.83,0.0,0.0,0.0
45510,2,1,0.05,-0.08,0.09,26.82,-7.96,24.28,0.0,0.0,0.0
45514,2,1,0.05,0.12,0.04,26.82,-7.96,23.75,0.0,0.0,0.0
45518,2,1,0.05,-0.01,0.07,26.82,-7.96,24.07,0.0,0.0,0.0
45522,2,1,0.05,0.12,0.04,26.82,-7.95,23.81,0.0,0.0,0.0
45526,2,1,0.05,0.12,0.05,26.82,-7.95,23.87,0.0,0.0,0.0
45530,2,1,0.05,-0.01,0.06,26.82,-7.96,23.87,0.0,0.0,0.0
45534,2,1,0.05,-0.01,0.06,26.82,-7.95,23.89,0.0,0.0,0.0
45538,2,1,0.05,-0.01,0.05,26.82,-7.96,24.26,0.0,0.0,0.0
45542,2,1,0.05,0.05,0.08,26.82,-7.95,23.77,0.0,0.0,0.0
45547,2,1,0.05,-0.01,0.06,26.82,-7.95,23.85,0.0,0.0,0.0
45551,2,1,0.05,-0.21,0.04,26.82,-7.95,23.93,0.0,0.0,0.0
45555,2,1,0.05,-0.08,0.05,26.82,-7.95,23.97,0.0,0.0,0.0
45559,2,1,0.05,-0.14,0.14,26.82,-7.96,24.05,0.0,0.0,0.0
45563,2,1,0.05,-0.21,0.07,26.82,-7.96,23.83,0.0,0.0,0.0
45567,2,1,0.05,-0.34,0.06,26.82,-7.96,24.22,0.0,0.0,0.0
45571,2,1,0.05,0.49,0.03,26.82,-7.95,23.85,0.0,0.0,0.0
45575,2,1,0.05,-0.01,0.04,26.82,-7.95,23.95,0.0,0.0,0.0
45579,2,1,0.05,0.05,0.02,26.82,-7.94,23.97,0.0,0.0,0.0
45583,2,1,0.05,-0.14,0.07,26.82,-7.93,23.79,0.0,0.0,0.0
